sample_id,fruit_id,split,seq_len,session_id,start_index,start_timestamp,end_timestamp,target_rul_hours,image_paths,temperature_seq,humidity_seq,temp_missing_seq,humidity_missing_seq,gap_hours_max,gap_hours_mean,elapsed_hours_end
F03_s00_0211,F03,train,8,0,211,2026-03-19 14:53:00,2026-03-19 15:45:00,52.25,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_14-53-08_frame-56_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-00-08_frame-57_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-08-08_frame-58_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-15-08_frame-59_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-23-08_frame-60_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-30-09_frame-61_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-38-09_frame-62_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-45-09_frame-63_F03.png')","(20.899999618530273, 22.0, 23.5, 24.100000381469727, 21.100000381469727, 23.899999618530273, 24.0, 21.100000381469727)","(63.0, 65.0, 70.0, 68.0, 63.0, 60.0, 68.0, 63.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,27.316666666666666
F03_s00_0212,F03,train,8,0,212,2026-03-19 15:00:00,2026-03-19 15:53:00,52.12,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-00-08_frame-57_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-08-08_frame-58_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-15-08_frame-59_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-23-08_frame-60_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-30-09_frame-61_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-38-09_frame-62_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-45-09_frame-63_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-53-09_frame-64_F03.png')","(22.0, 23.5, 24.100000381469727, 21.100000381469727, 23.899999618530273, 24.0, 21.100000381469727, 20.399999618530273)","(65.0, 70.0, 68.0, 63.0, 60.0, 68.0, 63.0, 67.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,27.45
F03_s00_0213,F03,train,8,0,213,2026-03-19 15:08:00,2026-03-19 16:00:00,52.0,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-08-08_frame-58_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-15-08_frame-59_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-23-08_frame-60_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-30-09_frame-61_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-38-09_frame-62_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-45-09_frame-63_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-53-09_frame-64_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-00-09_frame-65_F03.png')","(23.5, 24.100000381469727, 21.100000381469727, 23.899999618530273, 24.0, 21.100000381469727, 20.399999618530273, 22.5)","(70.0, 68.0, 63.0, 60.0, 68.0, 63.0, 67.0, 67.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,27.566666666666666
F03_s00_0214,F03,train,8,0,214,2026-03-19 15:15:00,2026-03-19 16:08:00,51.87,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-15-08_frame-59_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-23-08_frame-60_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-30-09_frame-61_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-38-09_frame-62_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-45-09_frame-63_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-53-09_frame-64_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-00-09_frame-65_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-08-09_frame-66_F03.png')","(24.100000381469727, 21.100000381469727, 23.899999618530273, 24.0, 21.100000381469727, 20.399999618530273, 22.5, 23.100000381469727)","(68.0, 63.0, 60.0, 68.0, 63.0, 67.0, 67.0, 62.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,27.7
F03_s00_0215,F03,train,8,0,215,2026-03-19 15:23:00,2026-03-19 16:15:00,51.75,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-23-08_frame-60_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-30-09_frame-61_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-38-09_frame-62_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-45-09_frame-63_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-53-09_frame-64_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-00-09_frame-65_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-08-09_frame-66_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-15-09_frame-67_F03.png')","(21.100000381469727, 23.899999618530273, 24.0, 21.100000381469727, 20.399999618530273, 22.5, 23.100000381469727, 23.799999237060547)","(63.0, 60.0, 68.0, 63.0, 67.0, 67.0, 62.0, 64.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,27.816666666666666
F03_s00_0216,F03,train,8,0,216,2026-03-19 15:30:00,2026-03-19 16:23:00,51.62,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-30-09_frame-61_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-38-09_frame-62_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-45-09_frame-63_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-53-09_frame-64_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-00-09_frame-65_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-08-09_frame-66_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-15-09_frame-67_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-23-09_frame-68_F03.png')","(23.899999618530273, 24.0, 21.100000381469727, 20.399999618530273, 22.5, 23.100000381469727, 23.799999237060547, 20.0)","(60.0, 68.0, 63.0, 67.0, 67.0, 62.0, 64.0, 66.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,27.95
F03_s00_0217,F03,train,8,0,217,2026-03-19 15:38:00,2026-03-19 16:30:00,51.5,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-38-09_frame-62_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-45-09_frame-63_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-53-09_frame-64_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-00-09_frame-65_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-08-09_frame-66_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-15-09_frame-67_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-23-09_frame-68_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-30-09_frame-69_F03.png')","(24.0, 21.100000381469727, 20.399999618530273, 22.5, 23.100000381469727, 23.799999237060547, 20.0, 21.100000381469727)","(68.0, 63.0, 67.0, 67.0, 62.0, 64.0, 66.0, 61.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,28.066666666666666
F03_s00_0218,F03,train,8,0,218,2026-03-19 15:45:00,2026-03-19 16:38:00,51.37,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-45-09_frame-63_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-53-09_frame-64_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-00-09_frame-65_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-08-09_frame-66_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-15-09_frame-67_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-23-09_frame-68_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-30-09_frame-69_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-38-09_frame-70_F03.png')","(21.100000381469727, 20.399999618530273, 22.5, 23.100000381469727, 23.799999237060547, 20.0, 21.100000381469727, 22.399999618530273)","(63.0, 67.0, 67.0, 62.0, 64.0, 66.0, 61.0, 61.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,28.2
F03_s00_0219,F03,train,8,0,219,2026-03-19 15:53:00,2026-03-19 16:45:00,51.25,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_15-53-09_frame-64_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-00-09_frame-65_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-08-09_frame-66_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-15-09_frame-67_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-23-09_frame-68_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-30-09_frame-69_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-38-09_frame-70_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-45-09_frame-71_F03.png')","(20.399999618530273, 22.5, 23.100000381469727, 23.799999237060547, 20.0, 21.100000381469727, 22.399999618530273, 21.299999237060547)","(67.0, 67.0, 62.0, 64.0, 66.0, 61.0, 61.0, 60.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,28.316666666666666
F03_s00_0220,F03,train,8,0,220,2026-03-19 16:00:00,2026-03-19 16:53:00,51.12,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-00-09_frame-65_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-08-09_frame-66_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-15-09_frame-67_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-23-09_frame-68_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-30-09_frame-69_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-38-09_frame-70_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-45-09_frame-71_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-53-09_frame-72_F03.png')","(22.5, 23.100000381469727, 23.799999237060547, 20.0, 21.100000381469727, 22.399999618530273, 21.299999237060547, 20.0)","(67.0, 62.0, 64.0, 66.0, 61.0, 61.0, 60.0, 68.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,28.45
F03_s00_0221,F03,train,8,0,221,2026-03-19 16:08:00,2026-03-19 17:00:00,51.0,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-08-09_frame-66_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-15-09_frame-67_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-23-09_frame-68_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-30-09_frame-69_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-38-09_frame-70_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-45-09_frame-71_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-53-09_frame-72_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_17-00-09_frame-73_F03.png')","(23.100000381469727, 23.799999237060547, 20.0, 21.100000381469727, 22.399999618530273, 21.299999237060547, 20.0, 20.5)","(62.0, 64.0, 66.0, 61.0, 61.0, 60.0, 68.0, 69.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,28.566666666666666
F03_s00_0222,F03,train,8,0,222,2026-03-19 16:15:00,2026-03-19 17:08:00,50.87,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-15-09_frame-67_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-23-09_frame-68_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-30-09_frame-69_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-38-09_frame-70_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-45-09_frame-71_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-53-09_frame-72_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_17-00-09_frame-73_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_17-08-09_frame-74_F03.png')","(23.799999237060547, 20.0, 21.100000381469727, 22.399999618530273, 21.299999237060547, 20.0, 20.5, 21.899999618530273)","(64.0, 66.0, 61.0, 61.0, 60.0, 68.0, 69.0, 60.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,28.7
F03_s00_0223,F03,train,8,0,223,2026-03-19 16:23:00,2026-03-19 17:15:00,50.75,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-23-09_frame-68_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-30-09_frame-69_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-38-09_frame-70_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-45-09_frame-71_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-53-09_frame-72_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_17-00-09_frame-73_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_17-08-09_frame-74_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_17-15-09_frame-75_F03.png')","(20.0, 21.100000381469727, 22.399999618530273, 21.299999237060547, 20.0, 20.5, 21.899999618530273, 24.200000762939453)","(66.0, 61.0, 61.0, 60.0, 68.0, 69.0, 60.0, 61.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,28.816666666666666
F03_s00_0224,F03,train,8,0,224,2026-03-19 16:30:00,2026-03-19 17:23:00,50.62,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-30-09_frame-69_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-38-09_frame-70_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-45-09_frame-71_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-53-09_frame-72_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_17-00-09_frame-73_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_17-08-09_frame-74_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_17-15-09_frame-75_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_17-23-09_frame-76_F03.png')","(21.100000381469727, 22.399999618530273, 21.299999237060547, 20.0, 20.5, 21.899999618530273, 24.200000762939453, 23.700000762939453)","(61.0, 61.0, 60.0, 68.0, 69.0, 60.0, 61.0, 65.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,28.95
F03_s00_0225,F03,train,8,0,225,2026-03-19 16:38:00,2026-03-19 17:30:00,50.5,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-38-09_frame-70_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-45-09_frame-71_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_16-53-09_frame-72_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_17-00-09_frame-73_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_17-08-09_frame-74_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_17-15-09_frame-75_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_17-23-09_frame-76_F03.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F03\\2026-03-19_17-30-09_frame-77_F03.png')","(22.399999618530273, 21.299999237060547, 20.0, 20.5, 21.899999618530273, 24.200000762939453, 23.700000762939453, 20.399999618530273)","(61.0, 60.0, 68.0, 69.0, 60.0, 61.0, 65.0, 69.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,29.066666666666666
